,sentences1,sentences2,is_similar
1999,03 QUARTER SLEEVE 1BACK ZIP FASTENING 2MINI 3NA3 4FLORAL 2MINI 6ROUND NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 14.56,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3FIT AND FLARE 4PLAIN 2MIDI 6ROUND NECK 7LINED 8TENCEL MIX 9BLUE 5SKATER DRESS 16.43,0
2000,03 QUARTER SLEEVE 1BACK ZIP FASTENING 2MINI 3NA3 4FLORAL 2MINI 6ROUND NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 14.56,03 QUARTER SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PRINTED 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9NAVY MIX 5SHIFT DRESS 5.3,1
2001,03 QUARTER SLEEVE 1BACK ZIP FASTENING 2MINI 3NA3 4FLORAL 2MINI 6ROUND NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 14.56,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5RELAXED DRESS 13.9,1
2002,0SHORT SLEEVE 1BACK BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5JUMPSUITS 13.09,0LONG SLEEVE 1BACK BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6V NECK 7UNLINED 8VISCOSE 9NAVY MIX 5JUMPSUITS 15.87,1
2003,0SHORT SLEEVE 1BACK BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5JUMPSUITS 13.09,03 QUARTER SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9BLACK 5SHIFT DRESS 4.86,0
2004,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4STRIPED 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5BODYCON DRESS 7.58,0LONG SLEEVE 1NA12 2MIDI 3NA3 4FLORAL 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5FIT AND FLARE DRESS 14.42,1
2005,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4STRIPED 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5BODYCON DRESS 7.58,0HALF SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6NA8 7UNLINED 8VISCOSE MIX 9BLACK 5BARDOT DRESS 5.96,1
2006,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4STRIPED 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5BODYCON DRESS 7.58,0SLEEVELESS 1PULL ON 2MIDI 3LOOSE FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5SLIP DRESS 4.57,0
2007,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4STRIPED 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5BODYCON DRESS 7.58,03 QUARTER SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PRINTED 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9NAVY MIX 5SHIFT DRESS 5.3,1
2008,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4STRIPED 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5BODYCON DRESS 7.58,0LONG SLEEVE 1BUTTON THROUGH 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER 9BLACK MIX 5SHIRT DRESS 13.12,0
2009,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4STRIPED 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5BODYCON DRESS 7.58,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5WAISTED DRESS 13.52,0
2010,0SHORT SLEEVE 1BACK BUTTON FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6HIGH NECK 7UNLINED 8VISCOSE 9RED MIX 5SHIFT DRESS 14.8,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9RED MIX 5RELAXED DRESS 17.85,1
2011,0SHORT SLEEVE 1BACK BUTTON FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6HIGH NECK 7UNLINED 8VISCOSE 9RED MIX 5SHIFT DRESS 14.8,0SHORT SLEEVE 1PULL ON 2KNEE LENGTH 3REGULAR FIT 4FLORAL 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER 9BLUE MIX 5TUNICS 6.04,0
2012,03 QUARTER SLEEVE 1BACK BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6HIGH NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 21.85,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,1
2013,03 QUARTER SLEEVE 1BACK BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6HIGH NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 21.85,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9BLACK 5TUNICS 4.36,1
2014,03 QUARTER SLEEVE 1BACK BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6HIGH NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 21.85,0SHORT SLEEVE 1PULL ON 2MIDI 3FIT AND FLARE 4PLAIN 2MIDI 6NA8 7UNLINED 8VISCOSE 9YELLOW 5BARDOT DRESS 12.77,0
2015,03 QUARTER SLEEVE 1BACK BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6HIGH NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 21.85,0SLEEVELESS 1BACK ZIP FASTENING 2MIDI 3REGULAR FIT 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8POLYESTER MIX 9BLACK 5SKATER DRESS 10.09,0
2016,03 QUARTER SLEEVE 1BACK BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6HIGH NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 21.85,03 QUARTER SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4SPOTTY 2KNEE LENGTH 6ROUND NECK 7LINED 8POLYESTER 9LIME 5TUNICS 10.69,0
2017,03 QUARTER SLEEVE 1BACK BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6HIGH NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 21.85,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 4.36,1
2018,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 15.12,0SHORT SLEEVE 1BACK BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5JUMPSUITS 13.09,0
2019,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 15.12,0LONG SLEEVE 1BACK BUTTON FASTENING 2MIDI 3SLIM FIT 4FLORAL 2MIDI 6ROUND NECK 7LINED 8VISCOSE 9BLUE MIX 5SKATER DRESS 21.69,0
2020,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 15.12,0LONG SLEEVE 1NA12 2MIDI 3NA3 4FLORAL 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5RELAXED DRESS 9.6,1
2021,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 15.12,0LONG SLEEVE 1BACK ZIP FASTENING 2KNEE LENGTH 3NA3 4POLKA DOT 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIFT DRESS 10.33,1
2022,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 15.12,0SLEEVELESS 1PULL ON 2MIDI 3LOOSE FIT 4STRIPED 2MIDI 6V NECK 7UNLINED 8LINEN MIX 9MULTI 5SLIP DRESS 12.71,0
2023,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 15.12,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7UNLINED 8LINEN 9NAVY 5SHIRT DRESS 9.84,1
2024,0LONG SLEEVE 1BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5JUMPSUITS 17.57,0SLEEVELESS 1NA12 2MAXI 3NA3 4STRIPED 2MAXI 6ROUND NECK 7UNLINED 8VISCOSE 9RED MIX 5SHIFT DRESS 6.8,0
2025,0LONG SLEEVE 1BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5JUMPSUITS 17.57,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6TURTLE NECK 7UNLINED 8VISCOSE MIX 9BLACK 5SLIP DRESS 15.07,1
2026,0LONG SLEEVE 1BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5JUMPSUITS 17.57,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER 9BLACK MIX 5SLIP DRESS 7.34,0
2027,0LONG SLEEVE 1BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5JUMPSUITS 17.57,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,0
2028,0LONG SLEEVE 1BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5JUMPSUITS 17.57,0SHORT SLEEVE 1BACK BUTTON FASTENING 2FULL LENGTH 3NA3 4ANIMAL PRINT 2FULL LENGTH 6V NECK 7UNLINED 8VISCOSE 9KHAKI MIX 5JUMPSUITS 13.09,1
2029,0LONG SLEEVE 1BUTTON FASTENING 2FULL LENGTH 3NA3 4PRINTED 2FULL LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5JUMPSUITS 17.57,0LONG SLEEVE 1BUTTON FASTENING 2FULL LENGTH 3NA3 4FLORAL 2FULL LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9BLACK MIX 5JUMPSUITS 18.6,1
2030,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5RELAXED DRESS 13.9,03 QUARTER SLEEVE 1BACK ZIP FASTENING 2MINI 3NA3 4FLORAL 2MINI 6ROUND NECK 7LINED 8SYNTHETIC 9BLACK MIX 5WAISTED DRESS 14.56,1
2031,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5RELAXED DRESS 13.9,0SHORT SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9PINK 5BODYCON DRESS 13.71,0
2032,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5RELAXED DRESS 13.9,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4POLKA DOT 2MINI 6ROUND NECK 7UNLINED 8VISCOSE 9NAVY MIX 5BODYCON DRESS 6.21,1
2033,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5RELAXED DRESS 13.9,0SHORT SLEEVE 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8COTTON 9NAVY 5SHIFT DRESS 4.27,0
2034,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5RELAXED DRESS 13.9,03 QUARTER SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PRINTED 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9NAVY MIX 5SHIFT DRESS 5.3,1
2035,03 QUARTER SLEEVE 1NA12 2MINI 3NA3 4PLAIN 2MINI 6V NECK 7UNLINED 8VISCOSE 9BLACK 5RELAXED DRESS 13.9,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9YELLOW 5TUNICS 4.22,0
2036,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9LIGHT TAN MIX 5SHIRT DRESS 14.49,0LONG SLEEVE 1BACK BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9BLUE MIX 5WAISTED DRESS 15.65,1
2037,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6COLLARED NECK 7UNLINED 8VISCOSE 9LIGHT TAN MIX 5SHIRT DRESS 14.49,0SLEEVELESS 1PULL ON 2MAXI 3LOOSE FIT 4PLAIN 2MAXI 6V NECK 7UNLINED 8VISCOSE MIX 9BLACK 5SLIP DRESS 4.44,0
2038,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9LIGHT GREY MIX 5FIT AND FLARE DRESS 14.05,0SLEEVELESS 1BACK BUTTON FASTENING 2FULL LENGTH 3NA3 4PLAIN 2FULL LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9BLACK 5JUMPSUITS 16.39,0
2039,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9LIGHT GREY MIX 5FIT AND FLARE DRESS 14.05,0SHORT SLEEVE 1PULL ON 2KNEE LENGTH 3LOOSE FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9RED 5TUNICS 4.65,1
2040,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9LIGHT GREY MIX 5FIT AND FLARE DRESS 14.05,0LONG SLEEVE 1BUTTON THROUGH 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER 9BLACK MIX 5SHIRT DRESS 13.12,0
2041,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9LIGHT GREY MIX 5FIT AND FLARE DRESS 14.05,0LONG SLEEVE 1PULL ON 2MAXI 3REGULAR FIT 4PLAIN 2MAXI 6FUNNEL NECK 7UNLINED 8VISCOSE MIX 9MANGO 5NA7 11.02,1
2042,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9LIGHT GREY MIX 5FIT AND FLARE DRESS 14.05,0SHORT SLEEVE 1BACK ZIP FASTENING 2KNEE LENGTH 3SLIM FIT 4PLAIN 2KNEE LENGTH 6V NECK 7LINED 8VISCOSE MIX 9WINTER LIME 5TUNICS 15.25,1
2043,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4ANIMAL PRINT 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9LIGHT GREY MIX 5FIT AND FLARE DRESS 14.05,0SLEEVELESS 1NA12 2MAXI 3NA3 4PLAIN 2MAXI 6ROUND NECK 7UNLINED 8SYNTHETIC 9NAVY 5SWING DRESS 4.75,0
2044,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9RED 5SHIRT DRESS 17.06,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9BRIGHT RED 5FIT AND FLARE DRESS 12.47,1
2045,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9RED 5SHIRT DRESS 17.06,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9BLACK 5SHIRT DRESS 17.06,1
2046,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9RED 5SHIRT DRESS 17.06,0SHORT SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8LINEN 9KHAKI 5SHIFT DRESS 8.67,0
2047,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9RED 5SHIRT DRESS 17.06,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9BRIGHT RED 5FIT AND FLARE DRESS 12.47,1
2048,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9RED 5SHIRT DRESS 17.06,0SHORT SLEEVE 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8POLYESTER 9BLACK 5TUNICS 5.05,0
2049,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9RED 5SHIRT DRESS 17.06,03 QUARTER SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3NA3 4STRIPED 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 14.15,0
2050,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9BLACK 5SHIRT DRESS 17.06,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9COBALT 5TUNICS 4.36,0
2051,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9BLACK 5SHIRT DRESS 17.06,0LONG SLEEVE 1BACK BUTTON FASTENING 2MIDI 3SLIM FIT 4FLORAL 2MIDI 6ROUND NECK 7LINED 8VISCOSE 9BLUE MIX 5SKATER DRESS 21.69,0
2052,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9BLACK 5SHIRT DRESS 17.06,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9RED 5SHIRT DRESS 17.06,1
2053,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9BLACK 5SHIRT DRESS 17.06,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9BRIGHT RED 5FIT AND FLARE DRESS 12.47,1
2054,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9BLACK 5SHIRT DRESS 17.06,0LONG SLEEVE 1BACK ZIP FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6ROUND NECK 7UNLINED 8VISCOSE 9BRIGHT RED 5FIT AND FLARE DRESS 12.47,1
2055,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4PLAIN 2MIDI 6COLLARED NECK 7LINED 8VISCOSE 9BLACK 5SHIRT DRESS 17.06,0SHORT SLEEVE 1BUTTON FASTENING 2MINI 3NA3 4STRIPED 2MINI 6ROUND NECK 7UNLINED 8LINEN 9OATMEAL MIX 5SHIFT DRESS 9.63,0
2056,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4FLORAL 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9YELLOW MIX 5RELAXED DRESS 9.6,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9KHAKI 5TUNICS 4.36,1
2057,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4FLORAL 2KNEE LENGTH 6ROUND NECK 7UNLINED 8VISCOSE 9YELLOW MIX 5RELAXED DRESS 9.6,0HALF SLEEVE 1PULL ON 2MIDI 3FIT AND FLARE 4PRINTED 2MIDI 6ROUND NECK 7UNLINED 8COTTON 9BUTTERCUP 5SKATER DRESS 10.04,0
2058,03 QUARTER SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3NA3 4STRIPED 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 14.15,03 QUARTER SLEEVE 1NA12 2KNEE LENGTH 3NA3 4PLAIN 2KNEE LENGTH 6V NECK 7UNLINED 8SYNTHETIC 9BLACK 5SHIFT DRESS 4.86,0
2059,03 QUARTER SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3NA3 4STRIPED 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 14.15,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3LOOSE FIT 4STRIPED 2MIDI 6COLLARED NECK 7UNLINED 8POLYESTER 9NAVY MIX 5SHIRT DRESS 14.0,1
2060,03 QUARTER SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3NA3 4STRIPED 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 14.15,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4TEXTURED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9NAVY 5SWING DRESS 4.17,1
2061,03 QUARTER SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3NA3 4STRIPED 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 14.15,0SLEEVELESS 1PULL ON 2MIDI 3SLIM FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8POLYESTER 9BLACK MIX 5SLIP DRESS 7.34,0
2062,03 QUARTER SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3NA3 4STRIPED 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 14.15,0CAP SLEEVE 1BACK ZIP FASTENING 2MIDI 3SLIM FIT 4PLAIN 2MIDI 6V NECK 7UNLINED 8POLYESTER 9PINK 5BODYCON DRESS 13.71,0
2063,03 QUARTER SLEEVE 1BUTTON FASTENING 2KNEE LENGTH 3NA3 4STRIPED 2KNEE LENGTH 6COLLARED NECK 7UNLINED 8VISCOSE 9NAVY MIX 5SHIRT DRESS 14.15,0LONG SLEEVE 1NA12 2KNEE LENGTH 3NA3 4TEXTURED 2KNEE LENGTH 6ROUND NECK 7UNLINED 8SYNTHETIC 9GREY MARL 5SWING DRESS 4.17,1
2064,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5WAISTED DRESS 13.52,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9BLACK 5TUNICS 4.36,1
2065,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5WAISTED DRESS 13.52,0HALF SLEEVE 1TIE FASTENING 2MIDI 3REGULAR FIT 4PRINTED 2MIDI 6V NECK 7UNLINED 8JERSEY 9PURPLE MIX 5WRAP DRESS 11.57,0
2066,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5WAISTED DRESS 13.52,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 4.36,1
2067,0LONG SLEEVE 1BUTTON FASTENING 2MIDI 3NA3 4FLORAL 2MIDI 6V NECK 7UNLINED 8VISCOSE 9BLACK MIX 5WAISTED DRESS 13.52,0SLEEVELESS 1BACK BUTTON FASTENING 2KNEE LENGTH 3REGULAR FIT 4PLAIN 2KNEE LENGTH 6ROUND NECK 7UNLINED 8LINEN MIX 9NAVY 5TUNICS 5.6,1
